Progress,definition,DEEPCTN_s_1,DEEPCTN_s_2,DEEPCTN_s_3,DEEPCTN_s_4,DEEPCTN_s_5,DEEPCTN_s_6,DEEPCTN_ex_1,DEEPCTN_ex_2,DEEPCTN_ex_3,DEEPCTN_s_7,DEEPCTN_s_8,DEEPCTN_s_9,DEEPCTN_ex_4,DEEPCTN_ex_5,DEEPCTN_ex_6,DEEPCTN_ex_7,DEEPCTN_emo_1,DEEPCTN_emo_2,DEEPCTN_emo_3,DEEPCTN_emo_4,DEEPCTN_s_10,DEEPCTN_ex_8,DEEPCTN_m_1,DEEPCTN_m_2,DEEPCTN_m_3,DEEPCTN_m_4,DEEPCTN_m_5,DEEPCTN_m_6,DEEPCTN_em_5,DEEPCTN_em_6,EIDR_1,EIDR_2,EIDR_3,EIDR_4,EIDR_5,EIDR_6,EIDR_7,EIDR_8,EIDR_9,EIDR_10,EIDR_11,EIDR_12,EIDR_13,EIDR_14,att_1[4],CNS_1,CNS_2,CNS_3,CNS_4,CNS_5,CNS_6,CNS_7,CNS_8,CNS_9,CNS_10,CNS_11,CNS_12,CNS_13,CNS_14,att_2[1],PI_me_1,PI_me_2,PI_me_3,PI_me_4,PI_me_5,PI_hierarchy_1,PI_hierarchy_2,PI_hierarchy_3,PI_hierarchy_4,PI_hierarchy_5,PI_interconnect_1,PI_interconnect_2,PI_interconnect_3,PI_interconnect_4,att_3[2],RPEBS_1,RPEBS_2,RPEBS_3,RPEBS_4,RPEBS_5,RPEBS_6,RPEBS_7,RPEBS_8,RPEBS_9,RPEBS_10,RPEBS_11,RPEBS_12,RPEBS_13,RPEBS_14,RPEBS_15,RPEBS_16,RPEBS_17,RPEBS_18,RPEBS_19,RPEBS_20,att_4[4],LOC_1_internal,LOC_2_internal,LOC_3_internal,LOC_4_chance,LOC_5_chance,LOC_6_chance,LOC_7_power,LOC_8_power,LOC_9_power,SES_peers,SES_family,politics_overall,politics_economic,politics_social,nature_child,land_child_cat_1,land_child_cat_2,land_child_cat_3,land_child_cat_4,land_child_cat_5,land_child_cat_6,land_child_cat_7,land_child_cat_8,land_child_cat_8_TEXT,land_child_freq,nature_live_now,land_now_cat_1,land_now_cat_2,land_now_cat_3,land_now_cat_4,land_now_cat_5,land_now_cat_6,land_now_cat_7,land_now_cat_8,land_now_cat_8_TEXT,land_now_freq,age,gender,gender_6_TEXT,ethnoracial,ethnoracial_mixed_1,ethnoracial_mixed_2,ethnoracial_mixed_3,ethnoracial_mixed_4,ethnoracial_mixed_5,ethnoracial_mixed_6,ethnoracial_mixed_7,ethnoracial_mixed_8,country_born,country_growup,move_us,college_year,college_year_9_TEXT,transfer,major,subjective_att,SC0,id,duration,ATT_1,ATT_2,ATT_3,ATT_4,ATT_TOT,subjectATT,EIDR,EIDR_Z,CNS,CNS_Z,PI_me,PI_me_Z,PI_hierarchy,PI_hierarchy_Z,PI_connect,PI_connect_Z,PEB,PEB_Z,LOC,LOC_internal,LOC_chance,LOC_power,LOC_Z,LOC_internal_Z,LOC_chance_Z,LOC_power_Z,DEEPCTN_s_1_Z,DEEPCTN_s_2_Z,DEEPCTN_s_3_Z,DEEPCTN_s_4_Z,DEEPCTN_s_5_Z,DEEPCTN_s_6_Z,DEEPCTN_ex_1_Z,DEEPCTN_ex_2_Z,DEEPCTN_ex_3_Z,DEEPCTN_s_7_Z,DEEPCTN_s_8_Z,DEEPCTN_s_9_Z,DEEPCTN_ex_4_Z,DEEPCTN_ex_5_Z,DEEPCTN_ex_6_Z,DEEPCTN_ex_7_Z,DEEPCTN_emo_1_Z,DEEPCTN_emo_2_Z,DEEPCTN_emo_3_Z,DEEPCTN_emo_4_Z,DEEPCTN_s_10_Z,DEEPCTN_ex_8_Z,DEEPCTN_m_1_Z,DEEPCTN_m_2_Z,DEEPCTN_m_3_Z,DEEPCTN_m_4_Z,DEEPCTN_m_5_Z,DEEPCTN_m_6_Z,DEEPCTN_em_5_Z,DEEPCTN_em_6_Z,politics_overall_Z,politics_economic_z,politics_social_z,SES_family_z,SES_peers_z
100,"the outdoors, plants, trees, animals, rarely humans",2,5,1,4,5,5,4,3,3,6,6,5,3,2,5,5,7,6,5,1,3,1,4,2,6,2,4,5,2,2,5,2,7,6,2,6,7,5,3,4,5,6,3,7,4,4,4,6,3,5,6,5,6,5,6,2,3,3,5,1,4,4,5,5,4,4,2,3,5,3,4,5,4,3,2,2,2,3,2,1,1,1,3,4,1,2,4,4,3,5,5,4,5,3,4,4,5,3,2,4,5,4,2,4,3,7,8,6,3,7,3,1,1,NA,NA,1,NA,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,5,22,Woman,NA,Hispanic,NA,NA,NA,NA,NA,NA,NA,NA,188,188,NA,3,NA,1,78,1,4,45138,857s (~14.28 minutes),1,1,1,1,4,1,4.857142857142857,-0.3646135398246279,4.5,-0.03727841412624138,4.4,0.9001053773678722,3.4,-0.10044685908905171,4,-0.3497091258495365,2.95,-0.21616482779816826,3.5555555555555554,3.3333333333333335,4.333333333333333,3,-1.2418853817704776,-1.4053057255645665,-0.020817451123859892,-1.282482538562582,-1.1074363966762315,0.23615218031594354,-1.3616505958336305,-0.5435344677413295,-0.21074837387126055,0.41319888641118435,-0.5992305280484379,-0.5540378601677625,-0.6971311171037838,1.164538190228955,0.9737597499365738,0.45634733389576443,-0.8258893108086636,-1.4593722728517309,0.242649374138766,-0.28218514154897645,1.1361070298623126,0.6965613366430933,0.6320967536183796,-1.006889287476603,-0.34044349586665884,-1.5318323094064454,-0.22261458622864566,-1.1979012509248865,0.7459531127827179,-1.1676513481941735,0.0776627350883952,0.6376636029559257,-1.9387573337533255,-0.7138331670692571,0.8194115604815719,-1.4805563549428122,0.9813090668580666,0.9880814769747436,0.6343729980958919
100,"everything that grows from the earth and is not human made, like animals and plants and lakes and oceans
",7,4,7,7,4,1,7,7,7,1,1,3,7,6,7,7,6,3,1,1,2,5,6,5,6,7,7,7,7,7,7,5,7,7,5,5,7,6,7,7,7,3,5,7,4,5,7,7,6,5,7,7,7,5,5,5,7,2,7,1,4,4,4,4,4,4,4,4,5,5,4,6,4,5,2,5,4,5,1,1,2,3,5,4,1,2,2,2,4,5,5,3,5,2,3,4,7,6,6,6,7,6,7,5,7,10,10,4,1,7,1,NA,1,NA,NA,NA,1,1,NA,NA,6,2,1,1,NA,NA,NA,NA,NA,NA,NA,2,19,Woman,NA,Hispanic,NA,NA,NA,NA,NA,NA,NA,NA,162,162,18,2,NA,2,12,1,4,48616,1222s (~20.37 minutes),1,1,1,1,4,1,6.071428571428571,0.85645213918367,5.857142857142857,1.462888325773851,4,0.44906065483672675,4.4,1.056728105416577,4.75,0.4980454612217328,3.2,0.4064044819921668,6.333333333333333,6.333333333333333,6.333333333333333,6.333333333333333,2.412609916673887,1.7917908435663847,1.7538702571851974,1.5871142176699675,1.6774884651718138,-0.35596468356447425,1.7827479584277783,1.316116905166296,-0.8700620939639203,-1.6588719998566661,1.3284827744470085,1.7640837388163724,1.6277755912814516,-1.5368735299620224,-1.8546224879541555,-0.5742118770873856,1.550720435906563,0.8445441393817883,1.3608039225349724,1.1540108773793976,0.4838974386450592,-0.9880302647419765,-1.4605730811764503,-1.006889287476603,-0.926762849859238,0.6514689131958445,1.0117199487952282,0.5136252570306428,0.7459531127827179,1.7730363160171496,1.804814430641186,1.7194710089657301,0.9507367694367272,1.7904580877724783,-0.884364915885599,-3.0558128823546653,0.9813090668580666,2.1499290067967696,2.695578554209381
100,"Anything that stems from the earth, not created by mankind.",3,3,2,3,4,3,3,2,3,2,4,3,3,3,3,3,3,3,1,3,2,3,6,4,4,3,2,2,4,3,5,5,6,6,4,6,6,6,6,6,6,4,6,6,4,5,4,5,5,5,5,4,5,4,5,4,2,5,4,1,4,3,4,3,3,2,2,3,2,3,5,5,5,5,2,3,3,2,4,1,2,2,3,2,1,2,3,2,5,5,5,3,5,3,2,4,6,5,7,3,4,3,5,4,5,5,6,6,5,7,2,1,NA,NA,NA,NA,NA,NA,NA,NA,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,6,20,Woman,NA,Hispanic,NA,NA,NA,NA,NA,NA,NA,NA,188,188,NA,3,NA,2,10,1,4,39811,666s (~11.1 minutes),1,1,1,1,4,1,5.571428571428571,0.3536603890037827,4.428571428571429,-0.11623455833150914,3.4,-0.22750642895999096,2.4,-1.2576218235946799,5,0.7806303235788227,2.9,-0.34067868975623594,4.666666666666667,6,3.3333333333333335,4.666666666666667,0.2199127376072689,1.4365578914407238,-0.9081613052783881,0.15231583955369316,-0.5504514243066225,-0.948081547444892,-0.8375841701233957,-1.1634182587105382,-0.8700620939639203,-0.6228365567227409,-1.2418016288802534,-1.1335682599137962,-0.6971311171037838,-0.996591185923827,-0.1575931452197179,-0.5742118770873856,-0.8258893108086636,-0.883393169793351,-0.8755051742574405,-1.7183811604773505,-1.4727313350067013,-0.9880302647419765,-1.4605730811764503,0.024189532431870317,-0.926762849859238,-0.4401816981053005,1.0117199487952282,-0.05688357895453367,-0.3998577496447905,-0.5795138153519088,-1.0737717286134651,-0.985047506058781,-0.7829596924773045,-0.2129749161009101,0.8194115604815719,0.09470017246904094,0.9813090668580666,-0.1737660528472823,-0.7397640393131008
100,The natural environment that the earth has grown.,3,4,2,4,3,2,4,3,5,2,4,5,4,4,3,4,7,4,3,4,2,2,3,4,4,4,4,3,5,4,5,5,6,6,3,4,5,7,7,6,6,2,5,6,4,3,5,5,5,5,6,2,4,4,5,3,3,4,6,1,3,3,3,3,3,4,4,5,2,4,6,5,4,5,2,4,4,2,3,1,2,2,2,3,1,3,3,3,4,4,4,2,5,2,2,4,5,5,5,6,4,6,6,6,4,6,7,6,6,7,2,NA,NA,NA,1,NA,NA,NA,NA,NA,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,22,Woman,NA,Asian,NA,NA,NA,NA,NA,NA,NA,NA,188,188,NA,4,NA,2,85,1,4,33503,593s (~9.88 minutes),1,1,1,1,4,1,5.214285714285714,-0.0054765754104221485,4.285714285714286,-0.27414684674204565,3,-0.678551151491136,3.8,0.3624231267131995,5,0.7806303235788227,2.8,-0.5897064136723702,5.222222222222222,5,5.333333333333333,5.333333333333333,0.9508117972961415,0.3708590350637399,0.8665264030306687,0.7262351908002026,-0.5504514243066225,-0.35596468356447425,-0.8375841701233957,-0.5435344677413295,-1.52937581405658,-1.1408542782897035,-0.5992305280484379,-0.5540378601677625,0.4653222370888339,-0.996591185923827,-0.1575931452197179,0.45634733389576443,-0.2317368741298569,-0.30741406673497124,-0.8755051742574405,-1.0002831510131636,1.1361070298623126,-0.4264997309469533,-0.41423816377903533,0.5397289423861069,-0.926762849859238,-0.986007003755873,-0.8397818537405826,-0.05688357895453367,-0.3998577496447905,0.008623717490355778,0.0776627350883952,-0.44414380305387874,-0.2050608718392939,0.287883334867437,0.8194115604815719,0.8823284361749675,0.9813090668580666,0.40715771206373064,-0.05269552060860442
100,Its the things that are innate or are instinctual.,3,4,2,5,4,2,5,3,4,4,3,4,4,4,3,5,5,2,3,4,4,2,2,3,4,3,3,5,5,3,4,4,6,5,4,5,5,4,5,6,6,5,4,5,4,3,4,5,4,3,3,3,5,3,3,3,3,4,4,7,3,4,4,2,3,4,4,4,3,4,4,4,3,4,2,2,2,3,3,1,2,2,2,1,2,4,1,4,4,3,3,2,1,1,3,4,5,4,5,5,5,3,5,4,4,2,3,4,3,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,5,2,NA,1,NA,NA,NA,NA,NA,NA,NA,5,19,Woman,NA,Middle Eastern,NA,NA,NA,NA,NA,NA,NA,NA,188,188,NA,2,NA,2,78,1,3,47709,1093s (~18.22 minutes),1,0,1,1,3,1,4.857142857142857,-0.3646135398246279,3.5714285714285716,-1.0637082887947256,3.2,-0.4530287902255632,3.8,0.3624231267131995,3.75,-0.6322939882066263,2.3,-1.8348450332530402,4.444444444444445,4.666666666666667,4.333333333333333,4.333333333333333,-0.0724468862682804,0.01562608293807893,-0.020817451123859892,-0.13464383606956234,-0.5504514243066225,-0.35596468356447425,-0.8375841701233957,0.07634932322787899,-0.8700620939639203,-1.1408542782897035,0.043340572783377544,-0.5540378601677625,-0.11590444000747498,0.08397350215256404,-0.7232695927978637,-0.05893227159581058,-0.2317368741298569,-0.30741406673497124,-0.8755051742574405,-0.28218514154897645,-0.1683121525721943,-1.549560798537,-0.41423816377903533,0.5397289423861069,0.24587585812592033,-0.986007003755873,-1.4569491212525194,-0.6273924149397101,-0.3998577496447905,-0.5795138153519088,-0.498054496762535,0.6376636029559257,-0.2050608718392939,-0.2129749161009101,-0.884364915885599,-1.4805563549428122,-1.0632513718299221,-1.9165373475803211,-2.8009695954265896
100,"Nature is the living things surrounding us, excluding humans and animals. All the things that are connected to the earth before humans overtook it.",4,4,3,2,4,3,6,4,3,4,6,7,5,6,6,5,7,6,5,3,3,4,5,5,7,6,5,7,7,4,7,4,6,7,2,5,4,7,7,5,7,3,6,7,4,4,4,6,3,5,2,3,7,4,5,4,4,2,6,1,4,4,3,4,4,6,5,5,5,6,5,4,5,5,2,4,4,2,2,5,2,2,3,2,1,3,4,3,4,3,3,3,5,3,3,4,4,5,2,4,4,6,2,3,5,5,4,7,7,7,2,1,NA,NA,NA,NA,NA,NA,NA,NA,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,4,19,Woman,NA,Hispanic,NA,NA,NA,NA,NA,NA,NA,NA,188,188,NA,2,NA,2,77,1,4,41332,1448s (~24.13 minutes),1,1,1,1,4,1,5.5,0.2818329961209419,4.214285714285714,-0.3531029909473134,3.8,0.223538293571154,5.4,2.213903069922205,4.75,0.4980454612217328,3.05,0.03286289611796487,3.888888888888889,3.6666666666666665,4.666666666666667,3.3333333333333335,-0.8033459459571536,-1.0500727734389055,0.27496383359431686,-0.9955228629393269,0.006533548062986611,-0.35596468356447425,-0.31351774441316094,-1.7833020496797465,-0.8700620939639203,-0.6228365567227409,0.685911673615193,0.025492539578271255,-0.6971311171037838,0.08397350215256404,0.9737597499365738,1.4869065448789145,0.3624155625489497,0.8445441393817883,0.8017266483368692,-0.28218514154897645,1.1361070298623126,0.6965613366430933,0.6320967536183796,0.024189532431870317,-0.34044349586665884,0.105643607545272,0.39455268128329124,0.5136252570306428,1.3188585439964722,1.184898783174885,0.6533799669393254,1.7194710089657301,0.9507367694367272,0.287883334867437,1.6712997986651574,1.6699566998808941,0.9813090668580666,-1.335613582669308,-0.7397640393131008
100,"The plants, animals, and life around us",4,3,2,5,5,2,6,4,3,4,3,5,4,6,6,5,5,5,5,1,1,5,5,5,5,4,4,2,3,3,6,3,6,6,2,5,6,7,7,7,7,4,5,7,4,3,4,5,4,4,3,3,4,5,4,3,1,2,5,1,3,3,4,4,3,4,4,5,2,4,3,3,3,4,2,5,1,1,4,1,2,1,4,3,1,2,2,3,4,5,5,2,4,2,3,4,5,4,2,4,5,5,3,4,3,3,6,6,6,6,2,NA,NA,NA,NA,1,NA,1,NA,NA,2,1,1,NA,NA,NA,NA,NA,1,NA,NA,5,21,Woman,NA,White,NA,NA,NA,NA,NA,NA,NA,NA,188,188,NA,4,NA,1,78,1,4,43045,609s (~10.15 minutes),1,1,1,1,4,1,5.571428571428571,0.3536603890037827,3.5714285714285716,-1.0637082887947256,3.4,-0.22750642895999096,3.8,0.3624231267131995,3.25,-1.197463712920806,2.75,-0.7142202756304368,3.888888888888889,3.6666666666666665,4.666666666666667,3.3333333333333335,-0.8033459459571536,-1.0500727734389055,0.27496383359431686,-0.9955228629393269,0.006533548062986611,-0.948081547444892,-0.8375841701233957,0.07634932322787899,-0.21074837387126055,-1.1408542782897035,0.685911673615193,0.025492539578271255,-0.6971311171037838,0.08397350215256404,-0.7232695927978637,0.45634733389576443,-0.2317368741298569,0.8445441393817883,0.8017266483368692,-0.28218514154897645,-0.1683121525721943,0.13503080284807,0.6320967536183796,-1.006889287476603,-1.513082203851817,0.6514689131958445,0.39455268128329124,0.5136252570306428,0.17304768156896372,0.008623717490355778,0.0776627350883952,-0.985047506058781,-1.360858513115315,-0.2129749161009101,0.8194115604815719,0.8823284361749675,0.2997889206287371,-0.1737660528472823,-2.1139010767220934
100,behaviorally it is innate,5,5,4,5,5,3,6,5,5,3,6,2,7,5,7,5,7,5,6,2,3,3,2,3,4,4,3,2,6,2,6,6,7,6,5,5,7,5,6,6,6,6,6,6,4,5,6,6,6,5,5,6,5,5,5,5,2,2,6,7,2,2,3,2,2,2,2,4,2,2,5,4,4,5,2,3,2,2,4,2,2,2,3,3,1,3,3,4,4,4,4,4,2,1,3,4,5,5,2,4,4,6,6,6,5,7,7,5,5,7,2,NA,NA,NA,NA,NA,NA,1,NA,NA,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,4,25,Man,NA,White,NA,NA,NA,NA,NA,NA,NA,NA,188,188,NA,3,NA,1,78,2,3,45554,619s (~10.32 minutes),1,0,1,1,3,2,5.928571428571429,0.7127973534179884,4.928571428571429,0.43645845110536713,2.2,-1.5806405965534258,2.4,-1.2576218235946799,4.5,0.21546059886464305,2.8,-0.5897064136723702,4.777777777777778,4,4.666666666666667,5.666666666666667,0.36609254954504294,-0.694839821313244,0.27496383359431686,1.013194866423458,0.5635185204325958,0.23615218031594354,0.21054868129707385,0.07634932322787899,-0.21074837387126055,-0.6228365567227409,0.685911673615193,0.605022939324305,0.4653222370888339,-0.4563088418856315,0.9737597499365738,-1.0894914825789606,1.550720435906563,0.2685650363234085,1.3608039225349724,-0.28218514154897645,1.1361070298623126,0.13503080284807,1.155264212317087,-0.4913498775223663,-0.34044349586665884,-0.4401816981053005,-1.4569491212525194,-0.6273924149397101,-0.3998577496447905,0.008623717490355778,-0.498054496762535,-0.985047506058781,0.3728379487987167,-0.7138331670692571,-0.03247667770201349,0.09470017246904094,0.9813090668580666,0.40715771206373064,0.6343729980958919
100,"To me, nature consists of all environments on earth that are formed without any human or manmade interactions.",1,3,6,5,5,6,6,7,6,3,5,4,7,7,3,5,7,6,2,6,7,7,6,7,7,5,5,6,7,3,6,4,6,6,3,5,7,5,5,6,6,6,7,7,4,1,3,6,3,2,3,3,3,2,3,3,2,7,6,1,1,1,2,2,1,4,2,4,2,3,2,2,2,4,2,5,4,4,4,3,5,2,4,3,2,4,3,3,4,4,3,2,5,2,3,4,6,5,3,6,5,6,6,4,4,6,3,6,5,6,1,NA,NA,NA,NA,1,NA,NA,NA,NA,4,1,1,1,NA,NA,NA,1,NA,NA,NA,2,19,Woman,NA,Asian,NA,NA,NA,NA,NA,NA,NA,NA,188,78,NA,1,NA,2,12,1,4,48528,1110s (~18.5 minutes),1,1,1,1,4,1,5.642857142857143,0.4254877818866244,3.357142857142857,-1.30057672141053,1.4,-2.4827300416157163,3,-0.5633168448913028,2.5,-2.0452182999920754,3.45,1.028973791782502,5,4.666666666666667,5.666666666666667,4.666666666666667,0.6584521734205923,0.01562608293807893,1.1623076877488454,0.15231583955369316,-1.6644213690458407,-0.948081547444892,1.2586815327175433,0.07634932322787899,-0.21074837387126055,0.931216607978147,0.685911673615193,1.7640837388163724,1.0465489141851427,-0.4563088418856315,0.40808330235842794,-0.05893227159581058,1.550720435906563,1.420523242440168,-0.8755051742574405,-0.28218514154897645,1.1361070298623126,0.6965613366430933,-0.9374056224777428,1.5708077622945802,2.004833920103658,1.7431195244969895,1.0117199487952282,1.6546429290009959,1.3188585439964722,0.5967612503326204,0.6533799669393254,1.178567305960828,0.9507367694367272,-0.2129749161009101,0.8194115604815719,0.09470017246904094,0.2997889206287371,-1.9165373475803211,-0.05269552060860442
100,"A decent description for nature are most people meant it would be ""environments on Earth that do not appear man-made""",3,4,4,6,6,6,6,6,7,2,6,2,7,5,6,6,5,6,2,4,3,6,5,5,4,3,4,6,5,6,7,5,7,6,5,6,7,6,7,4,7,6,7,7,4,3,4,6,3,5,5,5,5,4,4,4,3,4,7,1,5,4,4,5,5,3,3,2,2,3,4,5,4,5,2,3,4,3,4,1,2,1,2,2,2,3,4,2,3,5,5,3,5,3,4,4,6,5,6,6,5,3,6,6,4,8,8,6,6,7,2,NA,NA,NA,NA,NA,NA,NA,1,Chaparral,3,2,NA,NA,NA,NA,NA,NA,NA,1,Chaparral,3,19,TransWoman,NA,White,NA,NA,NA,NA,NA,NA,NA,NA,188,188,NA,2,NA,2,70,1,4,48662,1399s (~23.32 minutes),1,1,1,1,4,1,6.214285714285714,1.0001069249493526,4.428571428571429,-0.11623455833150914,4.6,1.125627738633444,2.6,-1.026186830693554,4.5,0.21546059886464305,3.05,0.03286289611796487,5.222222222222222,5.666666666666667,4.666666666666667,5.333333333333333,0.9508117972961415,1.0813249393150628,0.27496383359431686,0.7262351908002026,-0.5504514243066225,-0.35596468356447425,0.21054868129707385,0.6962331141970876,0.4485653462213992,0.931216607978147,0.685911673615193,1.1845533390703387,1.6277755912814516,-0.996591185923827,0.9737597499365738,-1.0894914825789606,1.550720435906563,0.2685650363234085,0.8017266483368692,0.43591286791521056,-0.1683121525721943,0.6965613366430933,-0.9374056224777428,0.5397289423861069,-0.34044349586665884,1.197294218846417,0.39455268128329124,0.5136252570306428,-0.3998577496447905,-0.5795138153519088,0.0776627350883952,1.178567305960828,-0.2050608718392939,1.2895998368041313,0.8194115604815719,0.8823284361749675,0.9813090668580666,0.9880814769747436,1.3214415168003883
100,Nature is the organisms and vegetation that make life possible,1,7,2,5,6,3,5,4,3,5,2,2,4,6,4,5,5,6,6,1,2,5,4,3,2,4,1,2,6,4,7,5,6,5,5,5,6,7,6,2,5,3,5,4,4,5,5,7,6,5,5,4,6,5,6,4,3,4,6,1,4,4,4,3,3,2,1,3,4,1,5,5,4,5,2,3,3,2,4,1,3,2,4,3,4,3,3,4,2,4,4,3,4,1,3,4,4,4,2,4,4,7,5,5,3,5,6,3,4,3,2,1,NA,NA,1,NA,NA,NA,NA,NA,4,2,1,NA,NA,1,NA,NA,NA,NA,NA,4,22,Woman,NA,Mixed,NA,1,1,NA,NA,NA,NA,NA,188,188,NA,5,NA,2,97,1,4,27754,1130s (~18.83 minutes),1,1,1,1,4,1,5.071428571428571,-0.14913136117610462,5.071428571428571,0.5943707395159027,3.6,-0.0019840676944182247,2.2,-1.4890568164958053,4.75,0.4980454612217328,3,-0.0916509658401017,4.222222222222222,3.3333333333333335,5,4.333333333333333,-0.3648065101438297,-1.4053057255645665,0.5707451183124929,-0.13464383606956234,-1.6644213690458407,1.4203859080767791,-0.8375841701233957,0.07634932322787899,0.4485653462213992,-0.6228365567227409,0.043340572783377544,0.025492539578271255,-0.6971311171037838,0.6242558461907596,-1.2889460403760096,-1.0894914825789606,-0.2317368741298569,0.8445441393817883,-0.31642790005933724,-0.28218514154897645,-0.1683121525721943,0.6965613366430933,1.155264212317087,-1.006889287476603,-0.926762849859238,0.6514689131958445,-0.22261458622864566,-0.6273924149397101,-1.5456686120722989,0.008623717490355778,-1.6494889604643954,-0.985047506058781,0.3728379487987167,0.287883334867437,-1.7362531540691843,-0.6929280912368856,-1.7447715180592516,-0.1737660528472823,-0.7397640393131008
100,"I would define nature as anything that is not manmade or anything that occurs in the natural world. I would typically picture trees, grass, forest and most kinds of plants. However, I think nature could also be desert, mountains, dirt, rivers, etc.",3,7,4,6,7,5,6,7,7,3,3,6,6,7,5,7,7,6,3,6,4,3,7,7,6,7,2,6,7,5,7,7,7,6,6,6,7,7,7,5,7,4,6,7,4,6,6,7,6,4,7,3,5,4,7,5,1,6,6,1,3,3,4,3,3,3,3,3,2,3,4,5,4,4,2,4,4,1,4,1,2,1,4,3,1,4,2,2,4,4,4,3,5,2,3,4,5,5,4,4,5,4,3,5,4,6,5,7,7,7,1,1,1,NA,1,NA,NA,NA,NA,NA,5,1,1,1,NA,1,NA,NA,NA,NA,NA,3,18,Woman,NA,White,NA,NA,NA,NA,NA,NA,NA,NA,188,188,NA,1,NA,2,95,1,4,48629,1053s (~17.55 minutes),1,1,1,1,4,1,6.357142857142857,1.1437617107150342,5.214285714285714,0.7522830279264392,3.2,-0.4530287902255632,2.8,-0.7947518377924288,4.25,-0.06712426349244674,2.9,-0.34067868975623594,4.333333333333333,4.666666666666667,4.333333333333333,4,-0.21862669820605563,0.01562608293807893,-0.020817451123859892,-0.42160351169281707,-0.5504514243066225,1.4203859080767791,0.21054868129707385,0.6962331141970876,1.107879066314059,0.41319888641118435,0.685911673615193,1.7640837388163724,1.6277755912814516,-0.4563088418856315,-0.7232695927978637,0.9716269393873395,0.9565679992277564,1.420523242440168,0.242649374138766,1.1540108773793976,1.1361070298623126,0.6965613366430933,-0.41423816377903533,1.5708077622945802,0.24587585812592033,-0.4401816981053005,1.628887216307165,1.6546429290009959,0.7459531127827179,1.7730363160171496,-1.0737717286134651,1.178567305960828,0.9507367694367272,0.7887415858357841,1.6712997986651574,1.6699566998808941,0.9813090668580666,-0.7546898177582952,-0.05269552060860442
100,"the earth as it is (environments, climates, biomes, organisms, etc.) without any human interference.",5,5,3,7,7,7,7,4,6,5,4,1,6,5,4,7,7,7,5,1,3,3,4,2,4,6,4,5,7,2,7,6,7,7,5,6,7,7,7,6,7,7,7,7,4,7,7,7,6,7,7,6,6,5,4,7,6,5,6,1,6,5,5,5,5,4,3,4,3,2,6,6,6,6,2,4,3,3,4,5,2,1,5,3,2,2,3,3,4,5,5,3,5,2,4,4,6,4,2,7,6,4,5,6,6,7,6,4,7,4,2,1,1,NA,1,NA,1,NA,NA,NA,2,2,1,1,1,1,NA,1,1,NA,NA,2,21,Woman,NA,Middle Eastern,NA,NA,NA,NA,NA,NA,NA,NA,188,188,NA,4,NA,2,7,1,4,38736,911s (~15.18 minutes),1,1,1,1,4,1,6.642857142857143,1.4310712822463991,6.142857142857143,1.778712902594924,5.2,1.8021948224301623,3.2,-0.33188185199017706,6,1.9109697730071817,3.4,0.9044599298244341,5.111111111111111,4,5.666666666666667,5.666666666666667,0.8046319853583663,-0.694839821313244,1.1623076877488454,1.013194866423458,0.5635185204325958,0.23615218031594354,-0.31351774441316094,1.316116905166296,1.107879066314059,1.4492343295451096,1.3284827744470085,0.025492539578271255,1.0465489141851427,0.6242558461907596,-0.1575931452197179,-1.6047710880705357,0.9565679992277564,0.2685650363234085,-0.31642790005933724,1.1540108773793976,1.1361070298623126,1.2580918704381165,0.6320967536183796,-1.006889287476603,-0.34044349586665884,-0.4401816981053005,-0.22261458622864566,-1.1979012509248865,-0.3998577496447905,1.184898783174885,0.0776627350883952,0.6376636029559257,0.9507367694367272,-0.7138331670692571,-0.884364915885599,1.6699566998808941,-1.0632513718299221,-0.1737660528472823,0.6343729980958919
